INSTNM,CITY,STABBR,CONTROL,REGION,ADM_RATE,SAT_AVG,PCTPELL,C150_4,RET_FT4,PCTFLOAN,DEBT_MDN,LOAN_EVER,MD_FAMINC,MD_EARN,LOCALE,CCBASIC,CCUGPROF,CCSIZSET,COSTT4,cost_to_earnings,SIZE,SETTING,FTIME,SEL,TRNS
University of California-Los Angeles,Los Angeles,CA,Public,Far West,0.2284,1266.0,0.3075,0.8925,0.9661,0.3492,11000.0,0.8172916667,36524.0,60300.0,City: Large,Doctoral Universities: Very High Research Activity,"full-time, more selective, higher transfer-in","large, highly residential",24725.0,0.41003316749585406,large,highly residential,full-time,more selective,higher transfer-in
University of California-Riverside,Riverside,CA,Public,Far West,0.8426,1036.0,0.4203,0.6502,0.8674,0.515,11027.0,0.8451669985,40000.0,53400.0,City: Large,Doctoral Universities: Very High Research Activity,"full-time, selective, higher transfer-in","large, primarily residential",23036.0,0.43138576779026216,large,primarily residential,full-time,selective,higher transfer-in
University of California-San Diego,La Jolla,CA,Public,Far West,0.3988,1247.0,0.337,0.8439,0.9508,0.4254,13221.0,0.8576638303,34380.0,60700.0,City: Large,Doctoral Universities: Very High Research Activity,"full-time, more selective, higher transfer-in","large, highly residential",23433.0,0.3860461285008237,large,highly residential,full-time,more selective,higher transfer-in
University of California-Santa Barbara,Santa Barbara,CA,Public,Far West,0.4925,1182.0,0.2542,0.8018,0.9076,0.3842,11663.5,0.8820891585,44512.0,55400.0,Suburb: Midsize,Doctoral Universities: Very High Research Activity,"full-time, more selective, higher transfer-in","large, primarily residential",26336.0,0.47537906137184116,large,primarily residential,full-time,more selective,higher transfer-in
University of California-Santa Cruz,Santa Cruz,CA,Public,Far West,0.717,1143.0,0.2597,0.7331,0.8918,0.446,11625.0,0.9035101527,48463.0,46500.0,City: Small,Doctoral Universities: Very High Research Activity,"full-time, more selective, higher transfer-in","large, highly residential",25875.0,0.5564516129032258,large,highly residential,full-time,more selective,higher transfer-in
California Christian College,Fresno,CA,Private nonprofit,Far West,1.0,,0.6,0.4,0.3333,0.8,,,20996.0,19900.0,City: Large,Special Focus Four-Year: Faith-Related Institutions,"medium full-time, inclusive, higher transfer-in","very small, primarily residential",11921.0,0.5990452261306533,very small,primarily residential,medium full-time,inclusive,higher transfer-in
California Institute of the Arts,Valencia,CA,Private nonprofit,Far West,0.2827,,0.2721,0.6,0.8363,0.628,17657.5,,57020.0,31700.0,Suburb: Large,Master's Colleges & Universities: Medium Programs,"full-time, more selective, higher transfer-in","small, highly residential",48784.0,1.5389274447949526,small,highly residential,full-time,more selective,higher transfer-in
California State University Maritime Academy,Vallejo,CA,Public,Far West,0.7422,1065.0,0.2126,0.6867,0.7647,0.456,14162.0,0.9517426273,50525.0,78400.0,City: Midsize,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",18466.0,0.2355357142857143,very small,highly residential,full-time,inclusive,higher transfer-in
Chapman University,Orange,CA,Private nonprofit,Far West,0.5631,1226.0,0.1437,0.7292,0.8708,0.5113,15375.0,0.9493077267,41330.5,55100.0,City: Midsize,Doctoral Universities: High Research Activity,"full-time, more selective, lower transfer-in","medium, highly residential",47735.0,0.8663339382940108,medium,highly residential,full-time,more selective,lower transfer-in
Concordia University-Irvine,Irvine,CA,Private nonprofit,Far West,0.6225,1023.0,0.2071,0.65,0.7362,0.5619,12000.0,0.9505263158,60606.5,43800.0,City: Large,Doctoral/Professional Universities,"full-time, selective, higher transfer-in","medium, highly residential",36260.0,0.8278538812785388,medium,highly residential,full-time,selective,higher transfer-in
San Diego Christian College,Spring Valley,CA,Private nonprofit,Far West,0.5961,931.0,0.3561,0.439,0.6071,0.7929,12000.0,0.9472049689,43657.0,37800.0,Suburb: Large,Master's Colleges & Universities: Small Programs,"full-time, inclusive, higher transfer-in","very small, primarily residential",33256.0,0.8797883597883598,very small,primarily residential,full-time,inclusive,higher transfer-in
Claremont McKenna College,Claremont,CA,Private nonprofit,Far West,0.163,1389.0,0.1031,0.9261,0.9406,0.0998,6125.0,0.5865384615,50756.5,64500.0,Suburb: Large,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","small, highly residential",50990.0,0.7905426356589147,small,highly residential,full-time,more selective,lower transfer-in
University of Silicon Valley,San Jose,CA,Private nonprofit,Far West,0.8947,1140.0,0.1652,0.3462,0.5714,0.3348,13750.0,,38367.0,55600.0,City: Large,Baccalaureate Colleges: Diverse Fields,"full-time, more selective, higher transfer-in","very small, primarily residential",26866.0,0.48320143884892086,very small,primarily residential,full-time,more selective,higher transfer-in
Columbia College Hollywood,Tarzana,CA,Private nonprofit,Far West,0.6364,,0.4155,0.2553,0.6098,0.8453,14163.0,,39679.0,36800.0,City: Large,"Special Focus Four-Year: Arts, Music & Design Schools","full-time, inclusive, higher transfer-in","very small, primarily nonresidential",27376.0,0.7439130434782608,very small,primarily nonresidential,full-time,inclusive,higher transfer-in
Design Institute of San Diego,San Diego,CA,Private for-profit,Far West,0.6494,,0.3861,0.3913,0.6364,0.7855,24842.5,,36750.0,19400.0,City: Large,"Special Focus Four-Year: Arts, Music & Design Schools","medium full-time, inclusive, higher transfer-in","very small, primarily nonresidential",26118.0,1.3462886597938144,very small,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Dominican University of California,San Rafael,CA,Private nonprofit,Far West,0.5275,1032.0,0.2374,0.5,0.7978,0.6235,15000.0,0.961928934,60864.5,53100.0,City: Small,Master's Colleges & Universities: Medium Programs,"full-time, selective, higher transfer-in","small, primarily residential",48730.0,0.9177024482109228,small,primarily residential,full-time,selective,higher transfer-in
Fresno Pacific University,Fresno,CA,Private nonprofit,Far West,0.5112,975.0,0.38,0.625,0.7931,0.6343,12500.0,0.9200477327,35733.0,45000.0,City: Large,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","medium, primarily nonresidential",33378.0,0.7417333333333334,medium,primarily nonresidential,full-time,inclusive,higher transfer-in
Golden Gate University,San Francisco,CA,Private nonprofit,Far West,0.875,,0.1473,0.0,1.0,0.4903,9380.0,,44274.0,69600.0,City: Large,Master's Colleges & Universities: Larger Programs,"medium full-time, inclusive, higher transfer-in","small, primarily nonresidential",17160.0,0.24655172413793103,small,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Harvey Mudd College,Claremont,CA,Private nonprofit,Far West,0.3205,1490.0,0.1228,0.9063,0.9109,0.4413,14000.0,0.9333333333,90577.5,83200.0,Suburb: Large,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","very small, highly residential",50306.0,0.6046394230769231,very small,highly residential,full-time,more selective,lower transfer-in
Holy Names University,Oakland,CA,Private nonprofit,Far West,0.7655,876.0,0.2975,0.3509,0.7524,0.6428,10875.0,0.9482071713,44671.0,56300.0,City: Large,Master's Colleges & Universities: Small Programs,"full-time, inclusive, higher transfer-in","very small, highly residential",39268.0,0.6974777975133215,very small,highly residential,full-time,inclusive,higher transfer-in
California State Polytechnic University-Humboldt,Arcata,CA,Public,Far West,0.7546,1046.0,0.3895,0.415,0.7166,0.5512,10500.0,0.8636493026,31853.0,39100.0,Town: Remote,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","medium, primarily residential",16629.0,0.4252941176470588,medium,primarily residential,full-time,inclusive,higher transfer-in
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,Private nonprofit,Far West,,,0.6926,0.0549,0.9574,0.8601,9500.0,0.9225908373,16985.0,32700.0,City: Large,Master's Colleges & Universities: Small Programs,higher part-time,"very small, primarily nonresidential",18912.0,0.5783486238532111,very small,primarily nonresidential,higher part-time,,
Life Pacific University,San Dimas,CA,Private nonprofit,Far West,0.8136,970.0,0.2899,0.38,0.7568,0.5214,10500.0,0.9236947791,40876.0,30600.0,Suburb: Large,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",22382.0,0.7314379084967321,very small,highly residential,full-time,inclusive,higher transfer-in
University of La Verne,La Verne,CA,Private nonprofit,Far West,0.5926,990.0,0.3118,0.6737,0.7826,0.588,12500.0,0.9382297552,37764.0,56400.0,Suburb: Large,Doctoral/Professional Universities,"medium full-time, inclusive, higher transfer-in","medium, primarily nonresidential",38825.0,0.688386524822695,medium,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Laguna College of Art and Design,Laguna Beach,CA,Private nonprofit,Far West,0.4711,,0.2775,0.3529,0.7069,0.5954,14625.0,0.9411764706,40451.5,31700.0,Rural: Fringe,"Special Focus Four-Year: Arts, Music & Design Schools","full-time, inclusive, higher transfer-in","very small, primarily nonresidential",33769.0,1.065268138801262,very small,primarily nonresidential,full-time,inclusive,higher transfer-in
La Sierra University,Riverside,CA,Private nonprofit,Far West,0.5256,964.0,0.3358,0.3223,0.7384,0.5833,10000.0,0.9313953488,43277.0,51000.0,City: Large,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, higher transfer-in","small, highly residential",34076.0,0.668156862745098,small,highly residential,full-time,inclusive,higher transfer-in
Loma Linda University,Loma Linda,CA,Private nonprofit,Far West,,,0.2005,,,0.6311,13270.5,0.9732034105,35555.0,74800.0,Suburb: Large,Doctoral Universities: High Research Activity,"full-time, inclusive, higher transfer-in","medium, highly residential",,,medium,highly residential,full-time,inclusive,higher transfer-in
The Master's University and Seminary,Santa Clarita,CA,Private nonprofit,Far West,0.509,1108.0,0.2586,0.6202,0.7865,0.5949,10000.0,0.9252336449,56328.0,43300.0,Suburb: Large,Doctoral/Professional Universities,"medium full-time, selective, lower transfer-in","small, primarily residential",34147.0,0.7886143187066975,small,primarily residential,medium full-time,selective,lower transfer-in
Loyola Marymount University,Los Angeles,CA,Private nonprofit,Far West,0.5916,1182.0,0.1563,0.7986,0.8817,0.4501,13918.5,0.9446153846,69945.0,56200.0,City: Large,Doctoral Universities: High Research Activity,"full-time, more selective, higher transfer-in","medium, highly residential",48922.0,0.8704982206405694,medium,highly residential,full-time,more selective,higher transfer-in
Menlo College,Atherton,CA,Private nonprofit,Far West,0.5174,966.0,0.1877,0.3522,0.6329,0.4655,14500.0,0.9453376206,55030.0,50700.0,Suburb: Large,Special Focus Four-Year: Business & Management Schools,"full-time, selective, higher transfer-in","very small, highly residential",46436.0,0.9158974358974359,very small,highly residential,full-time,selective,higher transfer-in
Mills College,Oakland,CA,Private nonprofit,Far West,0.5675,1135.0,0.3571,0.6228,0.7742,0.6563,16000.0,0.9493464052,34814.5,45600.0,City: Large,Master's Colleges & Universities: Medium Programs,"full-time, selective, higher transfer-in","very small, highly residential",49567.0,1.0869956140350878,very small,highly residential,full-time,selective,higher transfer-in
Middlebury Institute of International Studies at Monterey,Monterey,CA,Private nonprofit,Far West,,,0.5385,,,0.8462,10125.0,0.9536423841,78473.0,54600.0,Suburb: Midsize,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","very small, primarily nonresidential",,,very small,primarily nonresidential,full-time,inclusive,higher transfer-in
Mount Saint Mary's University,Los Angeles,CA,Private nonprofit,Far West,0.8174,907.0,0.4486,0.7699,0.7529,0.7916,14000.0,0.9508562919,34639.0,53300.0,City: Large,Master's Colleges & Universities: Larger Programs,"medium full-time, inclusive, higher transfer-in","small, primarily residential",40527.0,0.7603564727954972,small,primarily residential,medium full-time,inclusive,higher transfer-in
National University,San Diego,CA,Private nonprofit,Far West,,,0.0887,0.3158,0.8,0.2058,7000.0,0.9425929493,33288.0,58300.0,City: Large,Master's Colleges & Universities: Larger Programs,higher part-time,"large, primarily nonresidential",23758.0,0.4075128644939966,large,primarily nonresidential,higher part-time,,
Notre Dame de Namur University,Belmont,CA,Private nonprofit,Far West,0.7926,905.0,0.2197,0.5842,0.6735,0.5905,12109.0,0.9484396201,41077.0,49500.0,Suburb: Large,Master's Colleges & Universities: Medium Programs,"medium full-time, inclusive, lower transfer-in","very small, primarily residential",41906.0,0.8465858585858586,very small,primarily residential,medium full-time,inclusive,lower transfer-in
Occidental College,Los Angeles,CA,Private nonprofit,Far West,0.4294,1304.0,0.1939,0.8481,0.9079,0.3727,11725.0,0.9425837321,61513.0,52000.0,City: Large,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","small, highly residential",50409.0,0.9694038461538461,small,highly residential,full-time,more selective,lower transfer-in
Otis College of Art and Design,Los Angeles,CA,Private nonprofit,Far West,0.4529,1033.0,0.3798,0.559,0.8,0.6474,19125.0,0.9461966605,34033.0,43800.0,City: Large,"Special Focus Four-Year: Arts, Music & Design Schools","full-time, inclusive, higher transfer-in","small, primarily residential",45011.0,1.027648401826484,small,primarily residential,full-time,inclusive,higher transfer-in
Hope International University,Fullerton,CA,Private nonprofit,Far West,0.3863,975.0,0.405,0.2784,0.3333,0.8168,9610.0,0.9293139293,41050.0,39100.0,Suburb: Large,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, higher transfer-in","small, primarily residential",33366.0,0.8533503836317136,small,primarily residential,full-time,inclusive,higher transfer-in
Pacific Oaks College,Pasadena,CA,Private nonprofit,Far West,,,0.4899,,,0.7248,16000.0,,32948.0,37700.0,City: Midsize,Master's Colleges & Universities: Medium Programs,higher part-time,"very small, primarily nonresidential",,,very small,primarily nonresidential,higher part-time,,
Pacific Union College,Angwin,CA,Private nonprofit,Far West,0.7112,1016.0,0.2994,0.4748,0.8085,0.768,10500.0,0.972972973,57065.0,49600.0,Rural: Fringe,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, higher transfer-in","very small, highly residential",33521.0,0.6758266129032258,very small,highly residential,full-time,inclusive,higher transfer-in
